ID,Gender,18to24,25to34,35to44,45to54,55to64,more64,leftbefore16,left16,left17,left18,somecollege,professional,university,masters,doctorate,USA,NewZealand,OtherC,Australia,Ireland,Canada,UK,Black,Asian,White,WhiteBlack,OtherE,WhiteAsian,BlackAsian,Neuroticism,Extraversion,Openness,Agreeableness,Conscientiousness,Impulsiveness,Sensation seeking,Alcohol,Amphetamines ,Amyl nitrite,Benzodiazepine,Caffeine,Cannabis,Chocolate,Cocaine,Crack,Ecstasy,Heroin,Ketamine,Legal highs,Lysergic acid diethylamide,Methadone,Magic mushrooms,Nicotine,Fictitious drug Semeron,Volatile substance abuse
395,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,28,39,30,39,51,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
396,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,23,44,45,38,53,5,7,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0
397,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,38,48,43,33,36,8,9,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0
398,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,20,44,39,41,46,3,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
399,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,37,43,40,33,45,7,9,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
400,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,28,42,48,34,48,6,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
401,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,48,55,49,46,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
402,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,34,39,32,47,47,2,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
403,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,37,32,43,32,37,8,9,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0
404,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,35,44,39,32,5,7,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
405,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,23,44,44,38,39,1,4,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
406,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,45,39,45,42,44,6,6,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
407,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,37,50,57,51,42,7,8,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0
408,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,53,33,56,43,39,4,7,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0
409,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,49,39,44,41,37,3,6,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0
410,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,29,41,50,44,40,4,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0
411,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22,45,51,45,46,3,7,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0
412,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,46,30,49,49,31,6,7,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0
413,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,31,29,48,44,29,3,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
414,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,37,47,39,46,40,2,4,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0
415,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,36,39,51,44,39,3,5,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0
416,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,20,42,38,42,37,4,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
417,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,30,32,42,29,56,3,8,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0
418,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,35,35,48,28,32,4,8,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0
419,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,28,46,47,36,37,7,10,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1
420,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,39,40,53,40,45,3,5,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
421,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,42,41,45,41,43,4,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
422,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,39,45,46,37,49,5,8,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0
423,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,39,27,36,41,39,5,3,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
424,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,28,39,46,54,37,3,2,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0
425,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,26,45,41,51,48,3,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
426,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,41,40,56,49,42,7,7,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0
427,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,32,38,47,41,29,3,3,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0
428,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,38,40,44,42,42,5,5,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
429,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,42,34,45,34,41,6,6,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1
430,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,39,31,45,47,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
431,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,38,33,36,38,40,3,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
432,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,36,42,39,49,34,4,5,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0
433,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,33,38,34,45,43,2,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
434,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,38,52,38,51,41,8,8,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
435,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,34,46,35,56,52,3,4,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
436,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,36,43,38,47,53,2,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
437,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,29,38,53,54,47,1,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
438,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,23,43,48,37,45,5,7,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0
439,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,59,37,40,31,26,6,6,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0
440,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,49,38,48,42,28,4,5,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1
441,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,31,43,42,48,53,3,4,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
442,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,29,49,31,43,46,5,6,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
443,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,40,48,42,42,4,6,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0
444,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,40,44,41,38,40,3,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
445,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,31,45,50,44,47,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
446,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,46,33,42,37,45,3,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
447,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,38,32,49,58,37,2,7,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0
448,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,36,39,40,38,33,7,6,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0
449,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,47,49,53,31,35,7,9,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0
450,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,32,44,49,41,47,3,6,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0
451,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,43,39,40,47,34,5,6,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0
452,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,25,45,40,42,47,4,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
453,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,34,39,47,44,48,1,6,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
454,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,48,27,44,44,45,1,5,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0
455,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,34,36,52,38,40,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
456,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,44,34,51,38,22,6,5,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0
457,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,51,37,48,28,37,6,7,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0
458,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,31,36,47,47,47,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
459,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,42,40,47,47,43,3,6,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0
460,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,45,48,57,26,39,5,6,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0
461,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,48,30,54,31,44,6,6,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
462,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,50,30,28,54,32,5,2,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0
463,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,44,43,55,44,24,7,9,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0
464,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,46,33,42,52,32,3,7,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
465,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,39,34,53,48,48,4,5,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0
466,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,49,32,46,40,39,7,8,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
467,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,39,44,53,50,40,2,8,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,1
468,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,38,40,54,43,51,3,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
469,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,35,41,41,41,43,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
470,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,25,51,55,48,42,6,9,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0
471,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,59,28,36,53,26,3,6,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
472,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,37,45,48,42,47,2,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
473,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,27,55,53,50,55,3,7,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0
474,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,39,40,45,51,42,4,5,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1
475,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,49,40,43,38,38,6,5,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0
476,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,33,46,47,42,45,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
477,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,25,46,43,48,48,2,3,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
478,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,52,33,50,31,39,4,3,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1
479,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,50,35,41,35,32,7,8,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
480,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,40,45,44,49,46,3,6,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
481,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,40,37,55,52,44,4,7,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
482,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,47,34,45,34,37,1,3,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
483,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,46,41,48,42,46,4,7,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0
484,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,29,39,48,44,52,2,5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
485,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,48,43,55,45,48,4,3,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0
486,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,30,46,42,48,40,1,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
487,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,31,42,35,50,36,1,3,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
488,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,50,28,53,38,31,2,2,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0
489,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,53,27,54,36,44,4,4,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
490,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,40,30,47,48,39,3,9,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1
491,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,54,30,48,30,29,3,6,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
492,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,26,47,52,34,31,2,9,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0
493,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,42,45,49,41,36,7,10,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
494,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,43,49,47,42,4,7,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1
495,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,41,36,52,43,44,6,8,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0
496,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,43,28,52,35,29,1,4,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0
497,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,25,37,49,47,43,1,5,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
498,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,28,41,50,47,48,1,4,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0
499,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,36,48,60,39,42,2,6,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0
500,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,35,36,52,46,36,3,6,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
501,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,49,35,55,42,27,6,9,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0
502,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,36,43,40,38,49,5,8,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0
503,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,30,39,36,43,39,6,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0
504,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22,44,44,39,40,5,8,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0
505,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,36,38,44,38,46,7,8,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0
506,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,35,40,44,43,45,1,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
507,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,40,43,48,36,33,6,6,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
508,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,31,44,52,38,46,4,6,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0
509,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,37,38,39,34,42,4,4,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0
510,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,50,32,38,31,36,2,6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
511,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,26,47,44,45,43,1,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
512,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,36,46,42,41,39,5,5,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0
513,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,40,43,45,42,44,3,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
514,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,40,43,50,44,34,8,7,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0
